timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-11T16:25:20,codecarbon,a2c5d05d-759b-49b8-b996-fadd5cc6df82,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10135.5457134,0.0956998758490704,9.442005251137845e-06,42.5,65.66058929108095,5.878415107727051,0.1196530068935419,0.192537394863126,0.0165474967537736,0.3287378985104426,Chile,CHL,santiago metropolitan,,,Windows-10-10.0.22631-SP0,3.9.20,2.7.4,16,12th Gen Intel(R) Core(TM) i7-12650H,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,-70.5867,-33.385,15.675773620605469,machine,N,1.0
2024-11-11T19:20:06,codecarbon,075122e9-b2a8-4621-8edf-a9aacf9af335,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1859.0402613,0.01751075139267629,9.4192426905436e-06,42.5,68.27834072948363,5.878415107727051,0.02194638386569445,0.03516958091342004,0.0030350810095527716,0.06015104578866724,Chile,CHL,santiago metropolitan,,,Windows-10-10.0.22631-SP0,3.9.20,2.7.4,16,12th Gen Intel(R) Core(TM) i7-12650H,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,-70.5867,-33.385,15.675773620605469,machine,N,1.0
